1710,term incid matrix
1711,term incid vector
1712,term independ
1713,term list
1714,term pair
1715,term partit
1716,term partit index
1717,term pointer
1718,term proxim weight
1719,term queri
1720,term similar
1721,term statist
1722,term term similar
1723,term time
1724,term time score
1725,term vocabulari
1726,term weight
1727,term weight approach
1728,term weight compon
1729,term weight method
1730,term weight model
1731,term weight scheme
1732,termid
1733,termid docid pair
1734,termid docidpair
1735,termid map
1736,test
1737,test collect
1738,test data
1739,test document
1740,test document collect
1741,test inform
1742,test se
1743,test set
1744,text
1745,text applic
1746,text attribut
1747,text categor
1748,text centric approach
1749,text centric retriev
1750,text centric retriev engin
1751,text centric structur retriev model
1752,text centric xml
1753,text centric xml retriev
1754,text clasif
1755,text classif
1756,text classif algorithm
1757,text classif collect
1758,text classif evalu
1759,text classif method
1760,text classifi
1761,text data
1762,text databas
1763,text document
1764,text featur
1765,text field
1766,text node
1767,text retriev
1768,text retriev confer
1769,text retriev system
1770,text search collect
1771,text statist
1772,text summar
1773,tf
1774,tf idf
1775,tf idf base term weight approach
1776,tf idf function
1777,tf idf model
1778,tf idf weight
1779,tf idf weight scheme
1780,tf normal
1781,tf threshold
1782,tf valu
1783,tf weight
1784,thesauri
1785,thesauru
1786,thesauru base queri expans
1787,thesauru term
1788,threshold
1789,tie paramet
1790,tier index
1791,time base comparison
1792,time complex
1793,titl zone
1794,token
1795,token distinct
1796,token gener model
1797,token index
1798,token list
1799,token normal
1800,token phase
1801,token stream
1802,toler retriev
1803,top
1804,top doc
1805,top document
1806,top rel document
1807,top retriev
1808,top retriev document
1809,top score document
1810,topic
1811,topic categori
1812,topic classif
1813,topic relev
1814,topic relev dimens
1815,topic specif search
1816,topic specif serach
1817,topic spot
1818,topic track
1819,tradit svm algorithm
1820,tradit thesauru
1821,trail wildcard queri
1822,train
1823,train algorithm
1824,train classifi
1825,train collect
1826,train complex
1827,train data
1828,train data set
1829,train document
1830,train document collect
1831,train error
1832,train exampl
1833,train queri
1834,train sampl
1835,train set
1836,train test
1837,train test algorithm
1838,train time
1839,transduct svm
1840,translat dictionari
1841,translat model
1842,translat queri gener model
1843,trec
1844,trec ad hoc evalu
1845,trec ad hoc task
1846,trec ad hoc track
1847,trec collect
1848,trec disk
1849,trec evalu
1850,trec topic
1851,trec track
1852,tree
1853,tree augment naiv bay model
1854,tree structur
1855,tree structur depend
1856,tree structur depend term
1857,tree structur term depend
1858,tree travers
1859,trine set
1860,true condit probabl
1861,true neg
1862,true posit
1863,truecas
1864,tune paramet
1865,tupl
1866,twoclass linear classifi
1867,type
1868,type token distinct
1869,type weight
1870,typograph element
1871,unari code
1872,unbias estim
1873,uncompress dictionari
1874,uncompress index
1875,uncompress post file
1876,uncompress post list
1877,underli distanc measur
1878,underli distribut
1879,underli qp
1880,underli theori
1881,unicod utf
1882,unifi medic languag system
1883,uniform data
1884,uniform distribut
1885,uniform prior
1886,uniformli distribut pseudocount
1887,unigram
1888,unigram assumpt
1889,unigram languag model
1890,unigram model
1891,uninterpol precis recal curv
1892,uniqu serial
1893,unit hyperspher
1894,unit vector
1895,univers
1896,univers code
1897,unix email file
1898,unnorm token
1899,unnorm vector
1900,unrank retriev
1901,unrank retriev model
1902,unrank retriev set
1903,unrank retriev system
1904,unrank system
1905,unsmooth model
1906,unstructur bag word
1907,unstructur data
1908,unstructur inform
1909,unstructur inform retriev
1910,unstructur retriev
1911,unstructur retriev effect
1912,unstructur retriev method
1913,unstructur search
1914,unstructur text
1915,upweight
1916,upweight document zone
1917,usag pattern
1918,user
1919,user access list
1920,user author
1921,user document matrix
1922,user feedback
1923,user input
1924,user membership
1925,user util
1926,util
1927,util model
1928,valu
1929,variabl
1930,variabl byte
1931,variabl byte code
1932,variabl byte encod
1933,variabl byte vb encod
1934,variabl encod method
1935,variabl length encod
1936,varianc
1937,varianc learn method
1938,vb
1939,vb code
1940,vb compress
1941,vb encod
1942,vb encod post list
1943,vector
1944,vector classif
1945,vector model ir
1946,vector represent
1947,vector space
1948,vector space base machin learn method
1949,vector space classif
1950,vector space classif method
1951,vector space classifi
1952,vector space cosin similar
1953,vector space index
1954,vector space ir system
1955,vector space model
1956,vector space model calcul
1957,vector space queri
1958,vector space retriev
1959,vector space retriev system
1960,vector space score
1961,vector space score method
1962,vector space score model
1963,vector space system
1964,verbos document
1965,versu
1966,versu classif
1967,versu classifi
1968,versu rest classifi
1969,vertic search
1970,vertic search engin
1971,vocabulari
1972,vocabulari lookup
1973,vocabulari overlap
1974,vocabulari size
1975,vocabulari stem
1976,vocabulari structur term
1977,vocabulari term
1978,vocabulari tool
1979,vocalulari tool
1980,voronoi cell
1981,voronoi tessel
1982,vote
1983,weaker classifi
1984,web collect
1985,web directori
1986,web index
1987,web link structur
1988,web queri
1989,web search
1990,web search engin
1991,web search queri
1992,web search user
1993,weight
1994,weight action
1995,weight count
1996,weight function
1997,weight represent
1998,weight scheme
1999,weight vector
2000,weight zone score
2001,wf
2002,wf idf
2003,wildcard
2004,wildcard oper
2005,wildcard pattern match
2006,wildcard phrase queri
2007,wildcard queri
2008,wildcard wueri
2009,word
2010,word base index
2011,word cooccurr
2012,word index
2013,word occurr statist
2014,word process suit
2015,word proxim search
2016,word segment
2017,wordnet
2018,worker node
2019,world wide web
2020,write buffer
2021,write system
2022,xml
2023,xml attribut
2024,xml context
2025,xml context pair
2026,xml context term pair
2027,xml document
2028,xml document collect
2029,xml document object model
2030,xml document retriev
2031,xml dom
2032,xml dom document object model
2033,xml dtd
2034,xml element
2035,xml file
2036,xml format
2037,xml queri
2038,xml retriev
2039,xml retriev effect
2040,xml retriev system
2041,xml schema
2042,xml structur
2043,xml term pair
2044,xml tree
2045,xpath
2046,xqueri
2047,xqueri base rank retriev system
2048,yahoo web search engin
2049,yate correct
2050,zip file
2051,zipf function
2052,zipf law
2053,zipf model
2054,zone
2055,zone field index
2056,zone index
2057,zone score
2058,zone search
